시도,시군구,대지위치,연면적(제곱미터),주용도,착공처리일,준공예정일(사용승인예정일)
서울특별시,강남구,서울특별시 강남구 논현동 224-20,1137,제2종근린생활시설,2021-12-31,2022-10-30
서울특별시,강남구,서울특별시 강남구 역삼동 653-3,4800,공동주택,2021-12-30,2023-06-30
서울특별시,강남구,서울특별시 강남구 대치동 983-13,4601,업무시설,2021-12-30,2023-08-09
서울특별시,강남구,서울특별시 강남구 청담동 58-22,1342,제2종근린생활시설,2021-12-29,2023-01-02
서울특별시,강남구,서울특별시 강남구 논현동 217-46,700,제2종근린생활시설,2021-12-29,2022-07-31
서울특별시,강남구,서울특별시 강남구 청담동 18-41,655,제2종근린생활시설,2021-12-28,2022-06-30
서울특별시,강남구,서울특별시 강남구 역삼동 824-22 외3필지,27025,업무시설,2021-12-27,2024-08-31
서울특별시,강남구,서울특별시 강남구 역삼동 765-3,2007,제2종근린생활시설,2021-12-23,2022-02-04
서울특별시,강남구,서울특별시 강남구 삼성동 142-5 외1필지,2966,업무시설,2021-12-22,2023-03-31
서울특별시,강남구,서울특별시 강남구 논현동 213-20,525,제2종근린생활시설,2021-12-22,2022-06-30
서울특별시,강남구,서울특별시 강남구 역삼동 798-32,1660,업무시설,2021-12-17,2022-12-16
서울특별시,강남구,서울특별시 강남구 신사동 625-1,1797,공동주택,2021-12-17,2022-08-30
서울특별시,강남구,서울특별시 강남구 신사동 639-5,715,제1종근린생활시설,2021-12-16,2022-09-30
서울특별시,강남구,서울특별시 강남구 신사동 541-14,597,제2종근린생활시설,2021-12-15,2022-10-30
서울특별시,강남구,서울특별시 강남구 논현동 156-27,547,제2종근린생활시설,2021-12-08,2022-12-13
서울특별시,강남구,서울특별시 강남구 삼성동 9-17,602,제2종근린생활시설,2021-12-06,2022-09-01
서울특별시,강남구,서울특별시 강남구 대치동 903-27,4382,공동주택,2021-12-06,2024-04-30
서울특별시,강남구,서울특별시 강남구 대치동 903-29 외1필지,5631,공동주택,2021-12-06,2024-04-30
서울특별시,강남구,서울특별시 강남구 역삼동 624-27,857,제1종근린생활시설,2021-12-03,2022-08-22
서울특별시,강남구,서울특별시 강남구 논현동 207-4,1929,업무시설,2021-12-02,2023-08-31
서울특별시,강남구,서울특별시 강남구 논현동 44-5,1497,제2종근린생활시설,2021-11-30,2022-11-12
서울특별시,강남구,서울특별시 강남구 청담동 128-24,1379,제1종근린생활시설,2021-11-26,2022-09-30
서울특별시,강남구,서울특별시 강남구 대치동 931-5,593,제2종근린생활시설,2021-11-25,2022-06-30
서울특별시,강남구,서울특별시 강남구 청담동 9-11,599,제1종근린생활시설,2021-11-25,2022-05-30
서울특별시,강남구,서울특별시 강남구 논현동 95-19,593,제2종근린생활시설,2021-11-24,2022-07-31
서울특별시,강남구,서울특별시 강남구 청담동 19-3,726,제2종근린생활시설,2021-11-24,2022-09-10
서울특별시,강남구,서울특별시 강남구 역삼동 652,3882,제1종근린생활시설,2021-11-17,2023-09-03
서울특별시,강남구,서울특별시 강남구 역삼동 669-13,868,제2종근린생활시설,2021-11-16,2022-11-30
서울특별시,강남구,서울특별시 강남구 신사동 551-33,464,제2종근린생활시설,2021-11-11,2022-09-30
서울특별시,강남구,서울특별시 강남구 논현동 102-7,827,제2종근린생활시설,2021-11-10,2022-10-10
서울특별시,강남구,서울특별시 강남구 도곡동 948-22,806,공동주택,2021-11-09,2022-11-08
서울특별시,강남구,서울특별시 강남구 도곡동 948-25,682,공동주택,2021-11-09,2022-11-08
서울특별시,강남구,서울특별시 강남구 대치동 897-36,573,제2종근린생활시설,2021-11-09,2022-10-21
서울특별시,강남구,서울특별시 강남구 청담동 17-25,897,단독주택,2021-11-09,2022-09-30
서울특별시,강남구,서울특별시 강남구 역삼동 611-3,864,제1종근린생활시설,2021-11-05,2022-10-30
서울특별시,강남구,서울특별시 강남구 논현동 218-27 외1필지,12593,공동주택,2021-11-05,2024-04-31
서울특별시,강남구,서울특별시 강남구 역삼동 832-2 외1필지,46449,업무시설,2021-11-04,2025-09-03
서울특별시,강남구,서울특별시 강남구 신사동 657-38,574,제1종근린생활시설,2021-11-03,2022-09-30
서울특별시,강남구,서울특별시 강남구 역삼동 610-11 외1필지,1980,제1종근린생활시설,2021-11-02,2022-12-01
서울특별시,강남구,서울특별시 강남구 청담동 17-29,896,공동주택,2021-11-02,2022-03-13
서울특별시,강남구,서울특별시 강남구 논현동 16-45,929,제2종근린생활시설,2021-11-01,2022-06-01
서울특별시,강남구,서울특별시 강남구 신사동 623,1245,제1종근린생활시설,2021-10-28,2022-10-24
서울특별시,강남구,서울특별시 강남구 역삼동 720-18,1998,업무시설,2021-10-28,2023-03-30
서울특별시,강남구,서울특별시 강남구 삼성동 1-2,4688,업무시설,2021-10-28,2023-12-30
서울특별시,강남구,서울특별시 강남구 역삼동 725-69,1176,제2종근린생활시설,2021-10-20,2022-09-15
서울특별시,강남구,서울특별시 강남구 청담동 131-2,1037,제2종근린생활시설,2021-10-18,2022-11-30
서울특별시,강남구,서울특별시 강남구 역삼동 834-43,465,제2종근린생활시설,2021-10-18,2022-04-30
서울특별시,강남구,서울특별시 강남구 논현동 269-12,2630,제2종근린생활시설,2021-10-12,2022-07-21
서울특별시,강남구,서울특별시 강남구 논현동 83-11,999,제2종근린생활시설,2021-10-07,2022-12-31
서울특별시,강남구,서울특별시 강남구 대치동 890-27,2000,업무시설,2021-10-05,2023-12-14
서울특별시,강남구,서울특별시 강남구 청담동 68-6,2791,업무시설,2021-09-30,2023-03-30
서울특별시,강남구,서울특별시 강남구 청담동 54-3,866,제2종근린생활시설,2021-09-23,2022-09-17
서울특별시,강남구,서울특별시 강남구 논현동 149-34,438,제2종근린생활시설,2021-09-15,2022-03-31
서울특별시,강남구,서울특별시 강남구 역삼동 765,2423,공동주택,2021-09-10,2022-08-23
서울특별시,강남구,서울특별시 강남구 대치동 891-53,2721,업무시설,2021-09-10,2023-01-31
서울특별시,강남구,서울특별시 강남구 세곡동 374-3 외4필지,752,단독주택,2021-09-09,2022-05-31
서울특별시,강남구,서울특별시 강남구 도곡동 954-18,2423,업무시설,2021-09-09,2022-10-30
서울특별시,강남구,서울특별시 강남구 역삼동 684-5,679,제2종근린생활시설,2021-09-03,2022-08-31
서울특별시,강남구,서울특별시 강남구 역삼동 651-2,9722,공동주택,2021-09-03,2024-02-28
서울특별시,강남구,서울특별시 강남구 청담동 85-1,1791,제1종근린생활시설,2021-09-02,2022-11-30
서울특별시,강남구,서울특별시 강남구 신사동 590-18,1740,제2종근린생활시설,2021-08-25,2022-09-18
서울특별시,강남구,서울특별시 강남구 논현동 73-38,464,제1종근린생활시설,2021-08-25,2022-04-30
서울특별시,강남구,서울특별시 강남구 청담동 132-16,6332,제2종근린생활시설,2021-08-20,2022-12-15
서울특별시,강남구,서울특별시 강남구 역삼동 788-28 외3필지,7639,업무시설,2021-08-19,2023-01-22
서울특별시,강남구,서울특별시 강남구 논현동 163-18,732,제2종근린생활시설,2021-08-11,2021-12-30
서울특별시,강남구,서울특별시 강남구 개포동 164-1 외2필지,1345,교육연구시설,2021-08-06,2022-07-31
서울특별시,강남구,서울특별시 강남구 논현동 263-4,1131,제2종근린생활시설,2021-08-05,2022-07-30
서울특별시,강남구,서울특별시 강남구 자곡동 271-19,497,제2종근린생활시설,2021-06-18,2021-11-20
서울특별시,강남구,서울특별시 강남구 역삼동 621-28 외1필지,709,단독주택,2021-07-26,2022-05-31
서울특별시,강남구,서울특별시 강남구 청담동 96-7,548,제2종근린생활시설,2021-07-21,2022-04-30
서울특별시,강남구,서울특별시 강남구 역삼동 823-11,4743,업무시설,2021-07-16,2022-10-30
서울특별시,강남구,서울특별시 강남구 역삼동 831-31,2000,제2종근린생활시설,2021-07-16,2022-12-04
서울특별시,강남구,서울특별시 강남구 수서동 730,791,교육연구시설,2021-07-12,2021-11-21
서울특별시,강남구,서울특별시 강남구 논현동 29-8,1509,제2종근린생활시설,2021-07-09,2022-07-09
서울특별시,강남구,서울특별시 강남구 논현동 29-16,1224,제2종근린생활시설,2021-07-09,2022-06-09
서울특별시,강남구,서울특별시 강남구 논현동 74-12,528,제2종근린생활시설,2021-07-08,2022-06-20
서울특별시,강남구,서울특별시 강남구 역삼동 678-30,1927,제1종근린생활시설,2021-07-07,2022-08-31
서울특별시,강남구,서울특별시 강남구 논현동 89-10,11750,제2종근린생활시설,2021-07-06,2023-05-31
서울특별시,강남구,서울특별시 강남구 청담동 58-15,934,공동주택,2021-07-02,2022-01-20
서울특별시,강남구,서울특별시 강남구 신사동 523-40,599,제2종근린생활시설,2021-07-02,2021-11-30
서울특별시,강남구,서울특별시 강남구 역삼동 677-10,3490,업무시설,2021-06-25,2022-09-30
서울특별시,강남구,서울특별시 강남구 신사동 650-1 외1필지,2102,제2종근린생활시설,2021-06-25,2022-04-11
서울특별시,강남구,서울특별시 강남구 대치동 935-13,611,제1종근린생활시설,2021-06-22,2021-12-30
서울특별시,강남구,서울특별시 강남구 역삼동 653-5,2406,업무시설,2021-06-17,2021-12-17
서울특별시,강남구,서울특별시 강남구 청담동 83-15 외1필지,1364,제1종근린생활시설,2021-06-16,2022-06-08
서울특별시,강남구,서울특별시 강남구 청담동 83-17,1367,제2종근린생활시설,2021-06-16,2022-06-08
서울특별시,강남구,서울특별시 강남구 논현동 242-52 외1필지,7447,업무시설,2021-06-15,2023-10-31
서울특별시,강남구,서울특별시 강남구 신사동 519-23,1208,제2종근린생활시설,2021-06-11,2122-06-30
서울특별시,강남구,서울특별시 강남구 신사동 529-5,597,제2종근린생활시설,2021-05-25,2022-01-31
서울특별시,강남구,서울특별시 강남구 역삼동 756-19,495,제1종근린생활시설,2021-05-25,2021-12-31
서울특별시,강남구,서울특별시 강남구 삼성동 61-1,680,단독주택,2021-05-21,2022-01-31
서울특별시,강남구,서울특별시 강남구 삼성동 142-28,1998,공동주택,2021-05-20,2023-01-14
서울특별시,강남구,서울특별시 강남구 신사동 519-13,1127,제2종근린생활시설,2021-05-13,2022-07-31
서울특별시,강남구,서울특별시 강남구 신사동 542-5,595,제1종근린생활시설,2021-05-12,2022-05-16
서울특별시,강남구,서울특별시 강남구 역삼동 799-25,1890,업무시설,2021-04-29,2022-03-30
서울특별시,강남구,서울특별시 강남구 논현동 122-5 외2필지,4166,제2종근린생활시설,2021-04-27,2022-09-16
서울특별시,강남구,서울특별시 강남구 삼성동 35-1,1113,제2종근린생활시설,2021-04-23,2022-07-30
서울특별시,강남구,서울특별시 강남구 역삼동 831-11 외5필지,47731,업무시설,2021-04-23,2024-09-30
서울특별시,강남구,서울특별시 강남구 역삼동 658-8 외2필지,2225,제2종근린생활시설,2021-04-22,2022-10-30
서울특별시,강남구,서울특별시 강남구 역삼동 658-8 외2필지,1882,제2종근린생활시설,2021-04-22,2022-08-31
서울특별시,강남구,서울특별시 강남구 역삼동 836-77,1954,업무시설,2021-04-20,2022-06-30
서울특별시,강남구,서울특별시 강남구 역삼동 837-31,2000,업무시설,2021-04-20,2022-07-09
서울특별시,강남구,서울특별시 강남구 역삼동 837-38,2000,업무시설,2021-04-20,2022-07-09
서울특별시,강남구,서울특별시 강남구 역삼동 835-11,382,제2종근린생활시설,2021-04-08,2021-12-30
서울특별시,강남구,서울특별시 강남구 논현동 242-31 외1필지,9402,업무시설,2021-04-07,2023-12-30
서울특별시,강남구,서울특별시 강남구 역삼동 677-12,5217,업무시설,2021-03-15,2023-02-28
서울특별시,강남구,서울특별시 강남구 삼성동 140-32 외2필지,16272,공동주택,2021-03-12,2023-05-15
서울특별시,강남구,서울특별시 강남구 삼성동 62-10,466,단독주택,2021-03-10,2022-03-05
서울특별시,강남구,서울특별시 강남구 청담동 1-23,1135,제2종근린생활시설,2021-03-09,2022-01-30
서울특별시,강남구,서울특별시 강남구 신사동 518-6,871,제2종근린생활시설,2021-01-29,2021-09-30
서울특별시,강남구,서울특별시 강남구 역삼동 822,5699,업무시설,2021-01-21,2022-08-31
서울특별시,강남구,서울특별시 강남구 삼성동 49-9 외1필지,5288,업무시설,2021-01-21,2022-04-30
서울특별시,강남구,서울특별시 강남구 도곡동 907-54 외1필지,14811,제1종근린생활시설,2021-01-18,2022-09-14
서울특별시,강남구,서울특별시 강남구 역삼동 738-29 외2필지,4130,공동주택,2021-01-14,2022-09-19
서울특별시,강남구,서울특별시 강남구 삼성동 70-1,4713,업무시설,2020-12-29,2022-03-30
서울특별시,강남구,서울특별시 강남구 역삼동 653-4,4841,문화및집회시설,2020-12-29,2023-10-31
서울특별시,강남구,서울특별시 강남구 논현동 5-4 외2필지,13388,제1종근린생활시설,2020-12-24,2022-06-30
서울특별시,강남구,서울특별시 강남구 일원동 677-6,1608,종교시설,2020-12-24,2021-10-18
서울특별시,강남구,서울특별시 강남구 삼성동 158-20 외1필지,7723,업무시설,2020-12-15,2022-11-06
서울특별시,강남구,서울특별시 강남구 논현동 5-21,491,제1종근린생활시설,2020-12-08,2022-06-30
서울특별시,강남구,서울특별시 강남구 논현동 249-9 외1필지,7555,업무시설,2020-12-04,2023-10-31
서울특별시,강남구,서울특별시 강남구 율현동 123-4 외3필지,8360,자동차관련시설,2020-12-03,2022-01-31
서울특별시,강남구,서울특별시 강남구 청담동 49-21 외1필지,5852,교육연구시설,2020-11-27,2022-12-07
서울특별시,강남구,서울특별시 강남구 역삼동 746-12 외1필지,2664,제2종근린생활시설,2020-11-23,2021-09-30
서울특별시,강남구,서울특별시 강남구 역삼동 831-7 외5필지,49414,업무시설,2020-11-18,2023-03-16
서울특별시,강남구,서울특별시 강남구 삼성동 144-5,1878,업무시설,2020-11-16,2022-06-13
서울특별시,강남구,서울특별시 강남구 삼성동 144-5,2000,업무시설,2020-11-16,2022-06-13
서울특별시,강남구,서울특별시 강남구 역삼동 635 외1필지,10736,자동차관련시설,2020-11-03,2021-08-27
서울특별시,강남구,서울특별시 강남구 논현동 79-3,4361,제2종근린생활시설,2020-10-28,2020-09-30
서울특별시,강남구,서울특별시 강남구 삼성동 62-11,329,단독주택,2020-10-13,2021-06-30
서울특별시,강남구,서울특별시 강남구 논현동 6-1,6325,업무시설,2020-10-05,2022-08-22
서울특별시,강남구,서울특별시 강남구 논현동 6-2 외2필지,12614,제2종근린생활시설,2020-09-11,2022-08-31
서울특별시,강남구,서울특별시 강남구 역삼동 808-1,2381,제2종근린생활시설,2020-08-04,2022-02-28
서울특별시,강남구,서울특별시 강남구 역삼동 810-10,1140,제2종근린생활시설,2020-07-30,2021-06-30
서울특별시,강남구,서울특별시 강남구 역삼동 741-29 외1필지,1954,공동주택,2020-07-21,2021-05-31
서울특별시,강남구,서울특별시 강남구 논현동 57-1 외1필지,3114,공동주택,2020-07-13,2021-07-30
서울특별시,강남구,서울특별시 강남구 논현동 73-31,559,제2종근린생활시설,2020-06-19,2020-12-30
서울특별시,강남구,서울특별시 강남구 논현동 164-1 외1필지,8447,업무시설,2020-05-27,2022-05-25
서울특별시,강남구,서울특별시 강남구 삼성동 35 외1필지,605,제1종근린생활시설,2020-05-19,2020-11-01
서울특별시,강남구,서울특별시 강남구 청담동 106-7 외6필지,20437,공동주택,2020-04-07,2023-05-20
서울특별시,강남구,서울특별시 강남구 일원동 173-4 외61필지,154711,의료시설,2020-04-07,2025-03-31
서울특별시,강남구,서울특별시 강남구 신사동 546-6 외2필지,2996,제2종근린생활시설,2020-03-11,2021-06-30
서울특별시,강남구,서울특별시 강남구 자곡동 650,43115,공장,2020-09-07,2022-10-31
서울특별시,강남구,서울특별시 강남구 논현동 278-4 외2필지,18986,공동주택,2019-11-07,2022-06-30
서울특별시,강남구,서울특별시 강남구 세곡동 421-2,754,제1종근린생활시설,2019-07-16,2020-01-10
서울특별시,강남구,서울특별시 강남구 논현동 74-7 외5필지,16745,숙박시설,2018-11-06,2021-02-28
서울특별시,강남구,서울특별시 강남구 논현동 212-8,615,제1종근린생활시설,2018-05-15,2018-12-15
서울특별시,강남구,서울특별시 강남구 도곡동 산 29-51,3255,제2종근린생활시설,2018-02-22,2020-01-04
