시군구,대지위치,연면적(제곱미터),주용도 변환,주용도,착공처리일,준공예정일(사용승인예정일),지번주소,건축면적,위도,경도
관악구,서울특별시 관악구 봉천동 712-25 외1필지,864.97,주택,단독주택,2022-10-04,,봉천동 712-25,,37.4914103,126.9290025
관악구,서울특별시 관악구 신림동 98-382,197.67,주택,단독주택,2022-05-12,,신림동 98-382,,37.4744969,126.9432199
관악구,서울특별시 관악구 신림동 1432-23,"2,696.77",업무시설,업무시설,2022-08-03,,신림동 1432-23,,37.4868836,126.928123
관악구,서울특별시 관악구 신림동 441-131,299.75,주택,단독주택,2022-08-24,,신림동 441-131,,37.4822757,126.9220798
관악구,서울특별시 관악구 신림동 489-25,299.64,주택,단독주택,2022-08-23,,신림동 489-25,,37.4841034,126.9192596
관악구,서울특별시 관악구 봉천동 1652-31,311,주택,단독주택,2022-06-20,,봉천동 1652-31,,37.4740759,126.9690997
관악구,서울특별시 관악구 봉천동 1622-12 외1필지,522.64,주택,단독주택,2022-07-13,,봉천동 1622-12,,37.4771345,126.9570394
관악구,서울특별시 관악구 신림동 563-51,309.77,주택,단독주택,2022-06-23,,신림동 563-51,,37.4822707,126.9087752
관악구,서울특별시 관악구 신림동 1666-35 외1필지,470.43,주택,단독주택,2022-05-03,,신림동 1666-35,,37.4803597,126.900235
관악구,서울특별시 관악구 봉천동 1620-8,831.63,업무시설,업무시설,2022-05-26,,봉천동 1620-8,,37.4784043,126.9574694
관악구,서울특별시 관악구 신림동 1424-22 외1필지,"17,570.06",업무시설,업무시설,2022-07-14,,신림동 1424-22,,37.4857665,126.9299345
관악구,서울특별시 관악구 신림동 1567-5,733.32,근린생활시설,제2종근린생활시설,2022-06-21,,신림동 1567-5,,37.4794539,126.9152167
관악구,서울특별시 관악구 신림동 1560-8 외1필지,659.76,주택,공동주택,2022-04-13,,신림동 1560-8,,37.4670635,126.9339226
관악구,서울특별시 관악구 봉천동 1609-3,284.89,주택,단독주택,2022-06-23,,봉천동 1609-3,,37.4776805,126.9548915
관악구,서울특별시 관악구 신림동 477-28,415.19,주택,단독주택,2022-05-23,,신림동 477-28,,37.4880102,126.91748
관악구,서울특별시 관악구 신림동 652-159 외1필지,418.45,주택,공동주택,2022-04-19,,신림동 652-159,,37.4666571,126.9217027
관악구,서울특별시 관악구 신림동 610-104,399.34,주택,단독주택,2022-08-12,,신림동 610-104,,37.4747904,126.9204689
관악구,서울특별시 관악구 신림동 470-19 외1필지,599.92,주택,공동주택,2022-05-17,,신림동 470-19,,37.4861942,126.9202878
관악구,서울특별시 관악구 봉천동 634-70 외3필지,703.17,주택,공동주택,2022-04-27,,봉천동 634-70,,37.4872603,126.9405129
관악구,서울특별시 관악구 신림동 10-443,395.41,주택,단독주택,2022-05-30,,신림동 10-443,,37.4832333,126.9347705
관악구,서울특별시 관악구 신림동 1648-5,"1,438.31",주택,공동주택,2022-09-29,,신림동 1648-5,,37.4845509,126.9072744
관악구,서울특별시 관악구 봉천동 1687-13 외1필지,"2,351.22",근린생활시설,제2종근린생활시설,2022-05-23,,봉천동 1687-13,,37.4770817,126.9641448
관악구,서울특별시 관악구 신림동 1440-26,392.55,주택,단독주택,2022-05-23,,신림동 1440-26,,37.487916,126.9260141
관악구,서울특별시 관악구 신림동 1631-23,422.78,주택,공동주택,2022-06-22,,신림동 1631-23,,37.4784913,126.9297116
관악구,서울특별시 관악구 봉천동 50-163,427.5,주택,단독주택,2022-04-20,,봉천동 50-163,,37.4858734,126.9512993
관악구,서울특별시 관악구 신림동 87-6 외1필지,224.98,주택,공동주택,2022-08-26,,신림동 87-6,,37.4820895,126.9311437
관악구,서울특별시 관악구 봉천동 947-12,"2,103.87",업무시설,업무시설,2022-03-17,,봉천동 947-12,,37.4833749,126.9384918
관악구,서울특별시 관악구 신림동 1567-15,549.96,편의시설,노유자시설,2022-03-30,,신림동 1567-15,,37.4789688,126.9152848
관악구,서울특별시 관악구 신림동 475-94,299.77,주택,단독주택,2022-06-02,,신림동 475-94,,37.4882801,126.9183151
관악구,서울특별시 관악구 신림동 105-124 외3필지,"2,901.46",주택,공동주택,2022-04-14,,신림동 105-124,,37.4741794,126.9373523
관악구,서울특별시 관악구 신림동 1654-21,318.03,근린생활시설,제2종근린생활시설,2022-05-10,,신림동 1654-21,,37.4831256,126.9040852
관악구,서울특별시 관악구 봉천동 1662-32 외4필지,"1,754.31",업무시설,업무시설,2022-07-28,,봉천동 1662-32,,37.4784281,126.9592453
관악구,서울특별시 관악구 신림동 486-1,254.83,주택,단독주택,2022-06-24,,신림동 486-1,,37.4843184,126.9201124
관악구,서울특별시 관악구 신림동 98-185 외1필지,774.08,주택,공동주택,2022-06-21,,신림동 98-185,,37.474716,126.9394091
관악구,서울특별시 관악구 신림동 10-616,420.13,주택,단독주택,2022-06-08,,신림동 10-616,,37.4813087,126.9337813
관악구,서울특별시 관악구 봉천동 47-5,198.67,주택,단독주택,2022-05-17,,봉천동 47-5,,37.4843992,126.9537306
관악구,서울특별시 관악구 신림동 1565-9 외2필지,"4,577.31",편의시설,종교시설,2022-09-13,,신림동 1565-9,,37.4779812,126.9158666
관악구,서울특별시 관악구 신림동 1643-5,"4,927.23",업무시설,업무시설,2022-07-13,,신림동 1643-5,,37.4839618,126.9029208
관악구,서울특별시 관악구 신림동 1438-24,750.83,근린생활시설,제2종근린생활시설,2022-06-13,,신림동 1438-24,,37.4869719,126.9267343
관악구,서울특별시 관악구 신림동 105-18,541.98,주택,공동주택,2022-07-20,,신림동 105-18,,37.4736617,126.9367005
관악구,서울특별시 관악구 봉천동 853-3,"2,822.97",업무시설,업무시설,2022-04-29,,봉천동 853-3,,37.480538,126.9534961
관악구,서울특별시 관악구 봉천동 56-4,249.98,주택,단독주택,2022-05-04,,봉천동 56-4,,37.4833727,126.9515706
관악구,서울특별시 관악구 신림동 566-4 외3필지,"3,575.21",업무시설,업무시설,2022-01-12,,신림동 566-4,,37.480725,126.9071707
관악구,서울특별시 관악구 신림동 572-19,449.54,근린생활시설,제1종근린생활시설,2022-03-11,,신림동 572-19,,37.4807174,126.9060605
관악구,서울특별시 관악구 봉천동 1665-1,579.16,근린생활시설,제2종근린생활시설,2022-07-29,,봉천동 1665-1,,37.4804066,126.9564636
관악구,서울특별시 관악구 봉천동 1653-1,"2,607.92",주택,공동주택,2022-06-21,,봉천동 1653-1,,37.4749695,126.9701094
관악구,서울특별시 관악구 봉천동 41-297,446.55,주택,단독주택,2022-05-18,,봉천동 41-297,,37.4849439,126.9538779
관악구,서울특별시 관악구 신림동 306-57,498.37,주택,공동주택,2022-04-12,,신림동 306-57,,37.4641715,126.9329576
관악구,서울특별시 관악구 신림동 1560-2 외1필지,722.73,주택,공동주택,2022-06-22,,신림동 1560-2,,37.467316,126.9341417
관악구,서울특별시 관악구 신림동 1571-12,846.36,주택,공동주택,2022-03-18,,신림동 1571-12,,37.4824559,126.919912
관악구,서울특별시 관악구 신림동 1432-147,596.69,근린생활시설,제2종근린생활시설,2022-05-26,,신림동 1432-147,,37.4862614,126.9276705
관악구,서울특별시 관악구 봉천동 873-13,374.93,주택,단독주택,2022-04-20,,봉천동 873-13,,37.4830132,126.9494375
관악구,서울특별시 관악구 봉천동 50-80 외1필지,625.93,주택,단독주택,2022-07-28,,봉천동 50-80,,37.4851705,126.95149
관악구,서울특별시 관악구 봉천동 661-24,422.69,주택,단독주택,2022-05-02,,봉천동 661-24,,37.4884021,126.9332271
관악구,서울특별시 관악구 신림동 1430-21,488.81,근린생활시설,제2종근린생활시설,2022-02-10,,신림동 1430-21,,37.4881941,126.927765
관악구,서울특별시 관악구 봉천동 1653-3 외2필지,"2,294.35",주택,공동주택,2022-04-08,,봉천동 1653-3,,37.4749976,126.9703374
관악구,서울특별시 관악구 신림동 107-115,904.315,근린생활시설,제2종근린생활시설,2022-04-14,,신림동 107-115,,37.4739538,126.9359208
관악구,서울특별시 관악구 봉천동 148-3,433.75,주택,단독주택,2022-10-07,,봉천동 148-3,,37.4797956,126.9633193
관악구,서울특별시 관악구 남현동 1054-6,"2,291.70",업무시설,업무시설,2022-04-01,,남현동 1054-6,,37.4755075,126.9724977
관악구,서울특별시 관악구 봉천동 41-187,770.14,주택,단독주택,2021-11-18,,봉천동 41-187,,37.4862403,126.9542635
관악구,서울특별시 관악구 신림동 592-19,372.33,주택,공동주택,2022-10-20,,신림동 592-19,,37.4774972,126.9168324
관악구,서울특별시 관악구 봉천동 662-119,408.69,주택,단독주택,2022-03-15,,봉천동 662-119,,37.4884947,126.9337029
관악구,서울특별시 관악구 봉천동 1690-50,316.12,근린생활시설,제2종근린생활시설,2022-01-12,,봉천동 1690-50,,37.4786395,126.9645382
관악구,서울특별시 관악구 신림동 1459-31,486.492,근린생활시설,제2종근린생활시설,2022-01-26,,신림동 1459-31,,37.486505,126.9249273
관악구,서울특별시 관악구 봉천동 56-40 외3필지,593.06,주택,공동주택,2022-04-18,,봉천동 56-40,,37.4835455,126.9522545
관악구,서울특별시 관악구 신림동 106-8 외11필지,"1,857.23",주택,공동주택,2021-12-31,,신림동 106-8,,37.4747147,126.9369637
관악구,서울특별시 관악구 신림동 1568-8,"1,233.23",주택,공동주택,2021-12-31,,신림동 1568-8,,37.4802085,126.9150712
관악구,서울특별시 관악구 신림동 1430-51 외1필지,590.42,근린생활시설,제1종근린생활시설,2022-06-14,,신림동 1430-51,,37.487401,126.9274417
관악구,서울특별시 관악구 봉천동 1690-138,348.3,주택,공동주택,2021-10-14,,봉천동 1690-138,,37.4767366,126.966716
관악구,서울특별시 관악구 신림동 10-355,"1,539.32",주택,공동주택,2021-11-23,,신림동 10-355,,37.4841058,126.9319098
관악구,서울특별시 관악구 봉천동 1691-30,801.02,주택,공동주택,2022-04-20,,봉천동 1691-30,,37.4759638,126.9680879
관악구,서울특별시 관악구 신림동 676-2,608.06,주택,공동주택,2021-06-10,,신림동 676-2,,37.4635892,126.9181691
관악구,서울특별시 관악구 봉천동 649-187,372.05,주택,단독주택,2022-06-08,,봉천동 649-187,,37.4870495,126.9352048
관악구,서울특별시 관악구 봉천동 62-24,"1,245.54",근린생활시설,제2종근린생활시설,2021-12-23,,봉천동 62-24,,37.4828404,126.9547428
관악구,서울특별시 관악구 신림동 617-23,427.38,근린생활시설,제1종근린생활시설,2021-08-23,,신림동 617-23,,37.4728064,126.9195918
관악구,서울특별시 관악구 신림동 107-57 외1필지,531.3,주택,공동주택,2021-09-17,,신림동 107-57,,37.473222,126.9352969
관악구,서울특별시 관악구 봉천동 1526-28,211.41,주택,단독주택,2022-08-26,,봉천동 1526-28,,37.4802951,126.9417035
관악구,서울특별시 관악구 신림동 1463-22,901.66,업무시설,업무시설,2021-10-08,,신림동 1463-22,,37.4853632,126.9252048
관악구,서울특별시 관악구 신림동 254-236,339.46,주택,단독주택,2021-04-21,,신림동 254-236,,37.4651414,126.9357993
관악구,서울특별시 관악구 신림동 1655-13,"4,527.69",업무시설,업무시설,2022-04-27,,신림동 1655-13,,37.4830084,126.9021342
관악구,서울특별시 관악구 봉천동 622-27,"1,536.18",근린생활시설,제2종근린생활시설,2022-03-03,,봉천동 622-27,,37.4869959,126.9442967
관악구,서울특별시 관악구 봉천동 37-19 외1필지,"1,592.49",업무시설,업무시설,2021-07-08,,봉천동 37-19,,37.4864635,126.9572975
관악구,서울특별시 관악구 신림동 725-35,545.18,주택,공동주택,2021-09-15,,신림동 725-35,,37.4729616,126.9183325
관악구,서울특별시 관악구 신림동 1637-20 외3필지,"1,980.57",업무시설,업무시설,2022-09-22,,신림동 1637-20,,37.4815769,126.9293634
관악구,서울특별시 관악구 신림동 1432-31 외1필지,"1,079.39",업무시설,업무시설,2021-07-02,,신림동 1432-31,,37.4865628,126.9280156
관악구,서울특별시 관악구 신림동 1432-35 외1필지,"1,854.02",업무시설,업무시설,2021-07-02,,신림동 1432-35,,37.4864603,126.9279425
관악구,서울특별시 관악구 신림동 103-139,710.35,주택,공동주택,2022-01-03,,신림동 103-139,,37.4721626,126.9403326
관악구,서울특별시 관악구 신림동 254-31 외1필지,484.34,주택,공동주택,2020-10-12,,신림동 254-31,,37.4647247,126.9344476
관악구,서울특별시 관악구 신림동 529-4 외1필지,"7,673.33",업무시설,업무시설,2021-11-03,,신림동 529-4,,37.4829968,126.9146261
관악구,서울특별시 관악구 신림동 1644-3,"12,150.46",주택,공동주택,2020-08-26,,신림동 1644-3,,37.4837961,126.9039012
관악구,서울특별시 관악구 신림동 652-103,227.48,주택,단독주택,2022-11-18,,신림동 652-103,,37.4673009,126.9231325
관악구,서울특별시 관악구 봉천동 917-9 외1필지,"1,468.96",업무시설,업무시설,2020-10-14,,봉천동 917-9,,37.4798402,126.9452465
관악구,서울특별시 관악구 신림동 626-60,358.68,주택,공동주택,2021-03-10,,신림동 626-60,,37.4727244,126.92265
관악구,서울특별시 관악구 신림동 1655-8 외2필지,"5,281.71",업무시설,업무시설,2020-06-05,,신림동 1655-8,,37.4831646,126.9023626
관악구,서울특별시 관악구 신림동 75-6 외5필지,"29,869.94",주택,공동주택,2020-06-17,,신림동 75-6,,37.4837527,126.9305343
관악구,서울특별시 관악구 신림동 98-154,175.8,주택,단독주택,2022-02-15,,신림동 98-154,,37.4743393,126.9395116
관악구,서울특별시 관악구 봉천동 1663-1,"1,230.68",근린생활시설,제1종근린생활시설,2021-07-02,,봉천동 1663-1,,37.4790424,126.9574877
관악구,서울특별시 관악구 신림동 1425-25,"3,887.11",업무시설,업무시설,2022-08-19,,신림동 1425-25,,37.487495,126.9290652
관악구,서울특별시 관악구 신림동 1601-1,375.44,주택,단독주택,2020-10-12,,신림동 1601-1,,37.4817441,126.9273349
관악구,서울특별시 관악구 봉천동 1601-6,"1,834.96",업무시설,업무시설,2021-04-08,,봉천동 1601-6,,37.4802508,126.9545414
관악구,서울특별시 관악구 신림동 538-3 외1필지,"12,015.02",편의시설,의료시설,2020-07-27,,신림동 538-3,,37.4820141,126.9138851
관악구,서울특별시 관악구 봉천동 40-26,463.26,업무시설,업무시설,2020-04-22,,봉천동 40-26,,37.486118,126.9557125
영등포,서울특별시 영등포구 여의도동 31,246299,주택,공동주택,2019-07-19,2023-04-30,여의도동 31,,37.5238988,126.9300553
영등포,서울특별시 영등포구 신길동 3608,55168,주택,공동주택,2021-09-01,2024-07-31,신길동 3608,,37.4995857,126.9091284
영등포,서울특별시 영등포구 당산동2가 45-5,52545,주택,공동주택,2020-04-24,2022-12-31,당산동2가 45-5,,37.5222502,126.8953397
영등포,서울특별시 영등포구 영등포동2가 439일대(가로주택정비사업),24578,공동주택+근린생활시설,공동주택+근린생활시설,2021-05-31,2024-06-14,영등포동2가 439,,37.5215566,126.9093278
영등포,서울특별시 영등포구 대림동 990-80,25151,주택,공동주택,2020-03-04,2022-10-31,대림동 990-80,,37.4882114,126.904998
영등포,서울특별시 영등포구 당산동 121-103,5986,"업무시설(근린생활시설, 공동주택)","업무시설(근린생활시설, 공동주택)",2021-03-02,2022-10-25,당산동 121-103,,37.5282395,126.9083401
영등포,서울특별시 영등포구 당산동1가 12-1 외1필지,99998,편의시설,지식산업센터,2020-04-29,2022-08-10,당산동1가 12-1,,37.5203089,126.8982858
영등포,서울특별시 영등포구 여의도동 25-11,85189,업무시설,업무시설,2022-09-20,,여의도동 25-11,,37.5234532,126.9254313
영등포,서울특별시 영등포구 당산동5가 9-9 외2필지,83955,님비시설,공장,2022-10-05,,당산동5가 9-9,,37.5343879,126.8987055
영등포,서울특별시 영등포구 신길동 255-9 외16필지,70507,주택,공동주택,2021-10-19,2024-06-28,신길동 255-9,,37.5066069,126.9102353
영등포,서울특별시 영등포구 영등포동6가 145 외2필지,38870,편의시설,(지식산업센터),2021-03-09,2023-06-30,영등포동6가 145,,37.5228883,126.9022198
영등포,서울특별시 영등포구 문래동6가 33,34190,편의시설,지식산업센터+지원시설,2021-03-18,2023-07-09,문래동6가 33,,37.5213184,126.8858372
영등포,서울특별시 영등포구 양평동4가 1-6 외1필지,27227,편의시설,자동차관련시설,2022-04-04,2024-01-30,양평동4가 1-6,,37.5334858,126.8961719
영등포,서울특별시 영등포구 당산동6가 331-1 외1필지,27105,주택,공동주택,2022-08-15,2025-06-15,당산동6가 331-1,,37.5344336,126.901288
영등포,서울특별시 영등포구 양평동3가 77-80,26411,편의시설,방송통신시설,2021-12-22,2024-06-30,양평동3가 77-80,,37.5297728,126.8939842
영등포,서울특별시 영등포구 여의도동 44-5,26377,업무시설,업무시설,2020-04-28,2023-02-14,여의도동 44-5,,37.5205158,126.9304962
영등포,서울특별시 영등포구 당산동5가 9-13,24384,님비시설,공장,2022-10-27,,당산동5가 9-13,,37.5341523,126.8985551
영등포,서울특별시 영등포구 양평동2가 43-3 외1필지,22450,님비시설,공장,2022-06-20,2024-10-30,양평동2가 43-3,,37.5251859,126.8830917
영등포,서울특별시 영등포구 여의도동 10-3,17839,오피스텔,오피스텔,2020-11-11,2023-01-20,여의도동 10-3,,37.5301546,126.9252809
영등포,서울특별시 영등포구 양평동1가 218,17334,님비시설,공장,2022-08-01,2024-09-15,양평동1가 218,,37.5245119,126.8891067
영등포,서울특별시 영등포구 양평동2가 40-9 외1필지,17195,님비시설,공장,2022-03-08,2024-04-15,양평동2가 40-9,,37.523677,126.8829343
영등포,서울특별시 영등포구 여의도동 15-11,16684,업무시설,업무시설,2022-08-30,2025-01-30,여의도동 15-11,,37.5284976,126.9197507
영등포,서울특별시 영등포구 영등포동1가 92-3 외9필지,16048,주택,공동주택,2020-02-28,2022-11-30,영등포동1가 92-3,,37.5183872,126.9131816
영등포,서울특별시 영등포구 신길동 236 외4필지,13549,오피스텔,오피스텔,2020-04-29,2022-09-30,신길동 236,,37.5055082,126.9113766
영등포,서울특별시 영등포구 당산동3가 552-2,13307,님비시설,공장,2021-11-18,2024-02-28,당산동3가 552-2,,37.5248668,126.8924558
영등포,서울특별시 영등포구 영등포동4가 55 외1필지,13168,업무시설,업무시설,2021-06-07,2023-08-27,영등포동4가 55,,37.5183546,126.9052681
영등포,서울특별시 영등포구 영등포동2가 139,12882,주택,공동주택,2020-02-01,2022-10-31,영등포동2가 139,,37.5193019,126.9121208
영등포,서울특별시 영등포구 대림동 1005-3 외1필지,12714,업무시설,업무시설,2021-04-22,2022-12-31,대림동 1005-3,,37.4874438,126.9018917
영등포,서울특별시 영등포구 영등포동2가 330 외6필지,11651,업무시설,업무시설,2021-08-24,2023-12-31,영등포동2가 330,,37.519395,126.9085436
영등포,서울특별시 영등포구 양평동1가 104-1,11202,근린생활시설+업무시설,근린생활시설+업무시설,2021-03-09,2023-03-07,양평동1가 104-1,,37.5239893,126.8908386
영등포,서울특별시 영등포구 당산동6가 341-1 외5필지,9847,업무시설,업무시설,2021-10-06,2023-08-31,당산동6가 341-1,,37.5357892,126.899985
영등포,서울특별시 영등포구 당산동2가 12-1,9272,오피스텔,오피스텔,2020-11-25,2022-12-30,당산동2가 12-1,,37.5206146,126.8943547
영등포,서울특별시 영등포구 양평동1가 118,8772,님비시설,공장,2022-10-05,,양평동1가 118,,37.5238095,126.8900154
영등포,서울특별시 영등포구 여의도동 17-4,8436,업무시설,업무시설,2021-05-11,2023-03-30,여의도동 17-4,,37.527616,126.9163581
영등포,서울특별시 영등포구 영등포동3가 1-6 외1필지,6962,오피스텔 및 다세대주택  근린생활시설,오피스텔 및 다세대주택  근린생활시설,2021-02-22,2023-08-30,영등포동3가 1-6,,37.5180675,126.9107564
영등포,서울특별시 영등포구 신길동 173-6 외1필지,6662,주택,청년주택,2021-02-17,2023-03-30,신길동 173-6,,37.5149041,126.9166471
영등포,서울특별시 영등포구 영등포동3가 1-1 외3필지,5384,업무시설,업무시설,2022-08-30,,영등포동3가 1-1,,37.5182111,126.9109919
영등포,서울특별시 영등포구 신길동 65-80,5253,업무시설,업무시설,2021-11-30,2023-06-30,신길동 65-80,,37.5139382,126.9206936
영등포,서울특별시 영등포구 영등포동3가 23 외1필지,5063,편의시설,숙박시설,2021-11-08,2023-03-15,영등포동3가 23,,37.5182204,126.9087734
영등포,서울특별시 영등포구 도림동 229-2 외4필지,4821,업무시설,업무시설,2022-10-26,,도림동 229-2,,37.5080205,126.8971137
영등포,서울특별시 영등포구 당산동5가 33-6,4661,업무시설,업무시설,2022-05-27,2024-03-15,당산동5가 33-6,,37.5349109,126.8988426
영등포,서울특별시 영등포구 영등포동3가 16-1 외1필지,4595,업무시설,업무시설,2021-11-01,2022-12-31,영등포동3가 16-1,,37.5187427,126.9070871
영등포,서울특별시 영등포구 양평동3가 78-20,4007,업무시설,업무시설,2022-02-09,2023-10-15,양평동3가 78-20,,37.5308249,126.8941429
영등포,서울특별시 영등포구 당산동6가 280-1 외1필지,3892,업무시설,업무시설,2021-09-03,2022-10-31,당산동6가 280-1,,37.5344872,126.9035659
영등포,서울특별시 영등포구 도림동 196-1 외1필지,3776,오피스텔,오피스텔,2021-03-09,2022-08-30,도림동 196-1,,37.5112237,126.8986603
영등포,서울특별시 영등포구 영등포동8가 65-1,3357,업무시설,업무시설,2022-08-02,,영등포동8가 65-1,,37.5282099,126.9049521
영등포,서울특별시 영등포구 영등포동3가 16-3,3208,업무시설,업무시설,2022-04-19,2023-03-31,영등포동3가 16-3,,37.5187258,126.9076009
영등포,서울특별시 영등포구 당산동1가 12,3069,편의시설,노유자시설,2020-04-29,2022-08-10,당산동1가 12,,37.5203274,126.8980457
영등포,서울특별시 영등포구 영등포동8가 4 외5필지,2923,업무시설,업무시설,2022-05-25,2023-06-30,영등포동8가 4,,37.5259732,126.9067553
영등포,서울특별시 영등포구 신길동 116-17,2758,업무시설,업무시설,2021-10-22,2022-09-30,신길동 116-17,,37.5114295,126.9172199
영등포,서울특별시 영등포구 양평동4가 195-1 외7필지,2711,업무시설,업무시설,2022-02-22,2022-12-30,양평동4가 195-1,,37.5381209,126.894946
영등포,서울특별시 영등포구 영등포동8가 59-2,2500,업무시설,업무시설,2022-05-03,2023-06-30,영등포동8가 59-2,,37.5281216,126.9060146
영등포,서울특별시 영등포구 영등포동2가 94-106,2397,근린생활시설,제2종근린생활시설,2022-06-08,2023-05-30,영등포동2가 94-106,,37.5227049,126.9123972
영등포,서울특별시 영등포구 양평동1가 182,2393,님비시설,공장,2022-03-04,2023-02-15,양평동1가 182,,37.5227187,126.8885179
영등포,서울특별시 영등포구 신길동 3741-11,2333,업무시설,업무시설,2022-06-13,2024-07-15,신길동 3741-11,,37.4993327,126.9098355
영등포,서울특별시 영등포구 대림동 783-6 외2필지,2326,주택,공동주택,2022-05-04,2023-04-30,대림동 783-6,,37.501377,126.8967205
영등포,서울특별시 영등포구 영등포동2가 94-204,2305,업무시설,업무시설,2021-09-16,2022-12-31,영등포동2가 94-204,,37.5224246,126.9103288
영등포,서울특별시 영등포구 양평동6가 75-13,2185,주택,공동주택,2022-05-17,2022-12-31,양평동6가 75-13,,37.5428614,126.8892951
영등포,서울특별시 영등포구 영등포동1가 94-1,2177,업무시설,업무시설,2022-06-28,2023-07-18,영등포동1가 94-1,,37.5179697,126.9132487
영등포,서울특별시 영등포구 양평동1가 13-8 외1필지,2147,근린생활시설,제2종근린생활시설,2022-05-17,2023-08-30,양평동1가 13-8,,37.5214529,126.8892087
영등포,서울특별시 영등포구 양평동1가 250-10,2063,편의시설,종교시설,2022-08-03,,양평동1가 250-10,,37.5238292,126.8867491
영등포,서울특별시 영등포구 양평동6가 75-1,2042,주택,공동주택,2022-05-17,2023-01-15,양평동6가 75-1,,37.54279,126.889364
영등포,서울특별시 영등포구 영등포동3가 26 외2필지,2033,업무시설,업무시설,2022-11-01,,영등포동3가 26,,37.518038,126.9078507
영등포,서울특별시 영등포구 양평동6가 75-12,2030,주택,공동주택,2022-05-18,2023-01-30,양평동6가 75-12,,37.5428614,126.8892951
영등포,서울특별시 영등포구 당산동6가 237-34,1996,업무시설,업무시설,2022-10-17,,당산동6가 237-34,,37.5342471,126.9031259
영등포,서울특별시 영등포구 영등포동7가 94-70,1917,주택,공동주택,2021-11-01,2022-09-30,영등포동7가 94-70,,37.5238893,126.9116537
영등포,서울특별시 영등포구 영등포동2가 28-132,1903,업무시설,업무시설,2022-05-18,2023-08-30,영등포동2가 28-132,,37.5197797,126.9119544
영등포,서울특별시 영등포구 신길동 4834 외1필지,1834,업무시설,업무시설,2021-12-29,2022-12-31,신길동 4834,,37.4939,126.909219
영등포,서울특별시 영등포구 당산동2가 32-1 외1필지,1742,업무시설,업무시설,2022-02-04,2023-01-15,당산동2가 32-1,,37.5220892,126.8924822
영등포,서울특별시 영등포구 신길동 4336,1731,업무시설,업무시설,2022-07-12,2023-05-30,신길동 4336,,37.4970016,126.9152061
영등포,서울특별시 영등포구 도림동 229-33 외2필지,1725,주택,공동주택,2022-10-27,,도림동 229-33,,37.5082515,126.8973478
영등포,서울특별시 영등포구 당산동3가 1-7 외1필지,1714,업무시설,업무시설,2022-06-02,2023-05-30,당산동3가 1-7,,37.523475,126.9011738
영등포,서울특별시 영등포구 문래동1가 22-12 외3필지,1573,업무시설,업무시설,2022-02-08,2023-08-31,문래동1가 22-12,,37.5137619,126.9004022
영등포,서울특별시 영등포구 양평동4가 3-3,1533,업무시설,업무시설,2021-06-10,2022-09-30,양평동4가 3-3,,37.5344614,126.8972109
영등포,서울특별시 영등포구 영등포동2가 328-1 외1필지,1519,오피스텔,오피스텔,2020-11-05,2022-08-30,영등포동2가 328-1,,37.519404,126.9093173
영등포,서울특별시 영등포구 당산동6가 312 외4필지,1517,업무시설,업무시설,2022-03-11,2023-07-30,당산동6가 312,,37.5353039,126.9024383
영등포,서울특별시 영등포구 당산동1가 185-9,1366,업무시설,업무시설,2022-05-20,2023-01-30,당산동1가 185-9,,37.5223371,126.9008941
영등포,서울특별시 영등포구 영등포동6가 127-11,1333,업무시설,업무시설,2022-02-14,2022-12-31,영등포동6가 127-11,,37.521993,126.9023562
영등포,서울특별시 영등포구 당산동1가 58-1 외3필지,1299,근린생활시설,제2종근린생활시설,2022-09-28,,당산동1가 58-1,,37.5213758,126.8986796
영등포,서울특별시 영등포구 당산동1가 256-76 외4필지,1285,주택,공동주택,2021-12-20,2022-10-30,당산동1가 256-76,,37.5219779,126.8971526
영등포,서울특별시 영등포구 도림동 232-13 외2필지,1248,주택,다세대주택,2020-07-23,미정,도림동 232-13,,37.5068928,126.898129
영등포,서울특별시 영등포구 당산동1가 14-6,1247,오피스텔,오피스텔,2020-12-07,2022-07-30,당산동1가 14-6,,37.5207555,126.8977656
영등포,서울특별시 영등포구 당산동6가 347-5,1242,업무시설,업무시설,2022-10-21,,당산동6가 347-5,,37.5363457,126.9004305
영등포,서울특별시 영등포구 양평동5가 71-3 외1필지,1211,업무시설,업무시설,2021-06-30,2023-01-30,양평동5가 71-3,,37.5388213,126.893536
영등포,서울특별시 영등포구 당산동1가 412 외3필지,1197,주택,공동주택,2021-10-07,2023-05-31,당산동1가 412,,37.5228715,126.8972288
영등포,서울특별시 영등포구 양평동4가 266-1,1075,주택,공동주택,2022-09-08,,양평동4가 266-1,,37.5376105,126.8981772
영등포,서울특별시 영등포구 신길동 614 외1필지,1040,주택,공동주택,2022-06-15,2023-02-28,신길동 614,,37.50104,126.9188402
영등포,서울특별시 영등포구 문래동5가 20-21,991,주택,공동주택,2022-07-13,2023-06-30,문래동5가 20-21,,37.5151021,126.8854444
영등포,서울특별시 영등포구 양평동5가 30,982,업무시설,업무시설,2022-06-28,2023-07-30,양평동5가 30,,37.537951,126.8927738
영등포,서울특별시 영등포구 당산동3가 421-2 외2필지,935,주택,공동주택,2022-07-31,,당산동3가 421-2,,37.5256834,126.894307
영등포,서울특별시 영등포구 신길동 236-7,924,업무시설,업무시설,2021-09-01,2022-08-25,신길동 236-7,,37.5052549,126.9116619
