시군구,대지위치,연면적(제곱미터),주용도 변환,주용도,착공처리일,준공예정일(사용승인예정일),지번주소,건축면적,위도,경도
용산구,서울특별시 용산구 한남동 657-144,658.54,근린생활시설,제2종근린생활시설,2022-10-21,,한남동 657-144,119.77,37.5342974,127.005579
용산구,서울특별시 용산구 이태원동 251-39,262.64,근린생활시설,제2종근린생활시설,2022-09-19,,이태원동 251-39,61.6,37.5408272,126.9909246
용산구,서울특별시 용산구 청파동3가 118-407 외1필지,432.8,주택,공동주택,2022-11-03,,청파동3가 118-407,131.82,37.5435758,126.967925
용산구,서울특별시 용산구 이태원동 210-12,361.51,근린생활시설,제2종근린생활시설,2022-09-20,,이태원동 210-12,88.69,37.5397327,126.9925291
용산구,서울특별시 용산구 한강로3가 40-969 외3필지,"185,482.49",편의시설,숙박시설,2022-10-31,,한강로3가 40-969,"8,811.40",37.5315964,126.9642116
용산구,서울특별시 용산구 이태원동 225-12,238.18,근린생활시설,제2종근린생활시설,2022-08-18,,이태원동 225-12,58.57,37.539497,126.990259
용산구,서울특별시 용산구 남영동 58-4 외1필지,134.55,근린생활시설,제1종근린생활시설,2022-11-17,,남영동 58-4,67.11,37.543395,126.9734406
용산구,서울특별시 용산구 청파동3가 27-9,169.32,주택,공동주택,2022-09-01,,청파동3가 27-9,48.04,37.544136,126.9688316
용산구,서울특별시 용산구 이태원동 74-62,536.55,근린생활시설,제2종근린생활시설,2022-10-26,,이태원동 74-62,107.33,37.5327005,126.9925819
용산구,서울특별시 용산구 청파동3가 132-38 외2필지,499.21,주택,공동주택,2022-07-11,,청파동3가 132-38,150.14,37.5429417,126.9646657
용산구,서울특별시 용산구 이태원동 128-2,599.17,근린생활시설,제1종근린생활시설,2022-09-20,,이태원동 128-2,145.6,37.5342544,126.9935895
용산구,서울특별시 용산구 청파동3가 118-207,205.21,주택,공동주택,2022-09-01,,청파동3가 118-207,76.38,37.5434542,126.9669048
용산구,서울특별시 용산구 후암동 389-32,239.99,주택,단독주택,2022-11-08,,후암동 389-32,81.62,37.5481856,126.981007
용산구,서울특별시 용산구 이태원동 258-261,243.02,근린생활시설,제2종근린생활시설,2022-07-12,,이태원동 258-261,89,37.5421891,126.993183
용산구,서울특별시 용산구 후암동 249-7 외1필지,"2,904.27",주택,공동주택,2022-10-21,,후암동 249-7,486.48,37.5471751,126.9783511
용산구,서울특별시 용산구 이태원동 258-33,497.55,주택,단독주택,2022-11-10,,이태원동 258-33,131.13,37.5417478,126.9951205
용산구,서울특별시 용산구 이태원동 74-54,228.99,근린생활시설,제2종근린생활시설,2022-07-12,,이태원동 74-54,96.56,37.5336326,126.9919979
용산구,서울특별시 용산구 원효로4가 85-14,659.75,주택,공동주택,2022-06-20,,원효로4가 85-14,233.34,37.5343333,126.9521089
용산구,서울특별시 용산구 원효로3가 215-2,139.11,주택,공동주택,2022-09-02,,원효로3가 215-2,47.95,37.5340533,126.9550841
용산구,서울특별시 용산구 갈월동 98-8,"3,036.54",업무시설,업무시설,2022-06-21,,갈월동 98-8,687.405,37.5408457,126.9717579
용산구,서울특별시 용산구 한남동 11-269 외1필지,727.81,근린생활시설,제2종근린생활시설,2022-10-13,,한남동 11-269,237.08,37.5341904,127.012909
용산구,서울특별시 용산구 한남동 684-95,458.82,근린생활시설,제1종근린생활시설,2022-09-27,,한남동 684-95,88,37.5350564,127.0009299
용산구,서울특별시 용산구 용산동2가 1-282 외3필지,128.78,근린생활시설,제2종근린생활시설,2022-07-08,,용산동2가 1-282,43.12,37.5455774,126.9833487
용산구,서울특별시 용산구 남영동 47-1,76.99,근린생활시설,제2종근린생활시설,2022-07-19,,남영동 47-1,45.12,37.5434523,126.9737148
용산구,서울특별시 용산구 이태원동 255-49,372.54,근린생활시설,제2종근린생활시설,2022-06-13,,이태원동 255-49,94.78,37.5409158,126.9897986
용산구,서울특별시 용산구 한남동 737-45,"1,520.47",근린생활시설,제1종근린생활시설,2022-10-06,,한남동 737-45,254.92,37.5358949,126.9976872
용산구,서울특별시 용산구 한남동 262-1 외2필지,"4,569.44",근린생활시설,제2종근린생활시설,2022-10-13,,한남동 262-1,443.82,37.53408274,127.0083845
용산구,서울특별시 용산구 용산동2가 21-2 외1필지,505.46,근린생활시설,제2종근린생활시설,2022-11-02,,용산동2가 21-2,136.3,37.5442901,126.9863095
용산구,서울특별시 용산구 신창동 56-14,341.12,주택,공동주택,2022-06-28,,신창동 56-14,102.23,37.53521631,126.9545457
용산구,서울특별시 용산구 용산동2가 24-14,235.17,근린생활시설,제2종근린생활시설,2022-07-25,,용산동2가 24-14,70.74,37.5438255,126.9877145
용산구,서울특별시 용산구 청파동1가 97-10,561.11,주택,공동주택,2022-10-06,,청파동1가 97-10,131.35,37.5479124,126.9674069
용산구,서울특별시 용산구 후암동 60-9,673.54,주택,공동주택,2022-08-23,,후암동 60-9,217.09,37.550718,126.9782485
용산구,서울특별시 용산구 이태원동 111-3 외2필지,"3,262.28",편의시설,문화및집회시설,2022-10-26,,이태원동 111-3,542.37,37.5354344,126.9947153
용산구,서울특별시 용산구 이태원동 211-12,226.65,근린생활시설,제2종근린생활시설,2022-05-31,,이태원동 211-12,69.32,37.5397184,126.9919092
용산구,서울특별시 용산구 한남동 726-186,674.9,근린생활시설,제2종근린생활시설,2022-06-29,,한남동 726-186,141.02,37.5423414,127.0036017
용산구,서울특별시 용산구 한남동 267-2,170.64,근린생활시설,제2종근린생활시설,2022-08-10,,한남동 267-2,50.12,37.5331826,127.0094125
용산구,서울특별시 용산구 이태원동 168-12 외2필지,997.94,근린생활시설,제2종근린생활시설,2022-10-05,,이태원동 168-12,183.95,37.5345004,126.9917973
용산구,서울특별시 용산구 원효로3가 252-7,195.83,주택,공동주택,2022-06-15,,원효로3가 252-7,62.74,37.5332583,126.9559709
용산구,서울특별시 용산구 한남동 657-138,722.37,근린생활시설,제2종근린생활시설,2022-08-18,,한남동 657-138,124.44,37.5346476,127.0052316
용산구,서울특별시 용산구 한남동 726-162,985.1,근린생활시설,제2종근린생활시설,2022-07-25,,한남동 726-162,152.69,37.5422535,127.0033234
용산구,서울특별시 용산구 한강로2가 191 외3필지,"105,491.61",업무시설,업무시설,2022-07-21,,한강로2가 191,"3,738.11",37.5278825,126.9676321
용산구,서울특별시 용산구 용산동2가 32-8,191.54,주택,단독주택,2022-06-24,,용산동2가 32-8,77.05,37.5434626,126.9858557
용산구,서울특별시 용산구 동빙고동 1-47,917.44,주택,공동주택,2022-07-08,,동빙고동 1-47,219.18,37.5278802,126.9957885
용산구,서울특별시 용산구 한남동 739-11,"2,690.59",편의시설,판매시설,2022-07-15,,한남동 739-11,364.66,37.5374878,127.0007594
용산구,서울특별시 용산구 효창동 5-77,357.75,주택,공동주택,2022-05-18,,효창동 5-77,108.96,37.5408915,126.9626787
용산구,서울특별시 용산구 이태원동 405-2 외1필지,617.14,주택,공동주택,2022-06-28,,이태원동 405-2,190.64,37.5361912,126.9883812
용산구,서울특별시 용산구 청파동2가 37-2 외1필지,807.95,주택,공동주택,2022-07-12,,청파동2가 37-2,182.81,37.5452963,126.967873
용산구,서울특별시 용산구 한남동 713-1,581.38,근린생활시설,제2종근린생활시설,2022-07-29,,한남동 713-1,151.05,37.537564,127.0057314
용산구,서울특별시 용산구 이태원동 258-259,136.53,주택,단독주택,2022-07-06,,이태원동 258-259,52.46,37.542085,126.993345
용산구,서울특별시 용산구 용산동2가 33-14,190.3,근린생활시설,제2종근린생활시설,2022-06-13,,용산동2가 33-14,59.8,37.5437486,126.9848492
용산구,서울특별시 용산구 효창동 5-554,199.09,주택,단독주택,2022-05-27,,효창동 5-554,64.23,37.5409958,126.9626456
용산구,서울특별시 용산구 후암동 410-16,163.15,주택,단독주택,2022-04-29,,후암동 410-16,51.11,37.5473408,126.9831449
용산구,서울특별시 용산구 한남동 683-39,627.78,근린생활시설,제2종근린생활시설,2022-06-03,,한남동 683-39,131.39,37.5367878,127.0011942
용산구,서울특별시 용산구 이태원동 151-6,365.17,주택,단독주택,2022-10-14,,이태원동 151-6,96.73,37.5364031,126.991766
용산구,서울특별시 용산구 이태원동 63-39,504.43,주택,단독주택,2022-07-19,,이태원동 63-39,114.51,37.532231,126.9917362
용산구,서울특별시 용산구 한남동 738-15 외1필지,"1,077.24",근린생활시설,제2종근린생활시설,2022-05-30,,한남동 738-15,177.98,37.5362366,126.9994206
용산구,서울특별시 용산구 이태원동 322,711.62,주택,공동주택,2022-09-27,,이태원동 322,166.5,37.5376693,126.9888387
용산구,서울특별시 용산구 갈월동 98-6,"23,738.09",주택,공동주택,2022-05-24,,갈월동 98-6,"1,129.63",37.5413647,126.9716557
용산구,서울특별시 용산구 용산동2가 34-34,367.53,근린생활시설,제2종근린생활시설,2022-07-25,,용산동2가 34-34,100.43,37.5433748,126.9844491
용산구,서울특별시 용산구 원효로3가 46-5,499.51,근린생활시설,제2종근린생활시설,2022-11-08,,원효로3가 46-5,116.27,37.534759,126.9592935
용산구,서울특별시 용산구 서계동 96-15,652.37,근린생활시설,제2종근린생활시설,2022-01-25,,서계동 96-15,144.47,37.5512785,126.9682092
용산구,서울특별시 용산구 이태원동 210-23,581.3,주택,공동주택,2022-09-23,,이태원동 210-23,203.31,37.5394311,126.9929858
용산구,서울특별시 용산구 한남동 31-1 외1필지,997.68,근린생활시설,제2종근린생활시설,2022-09-15,,한남동 31-1,176.28,37.5355024,127.0101241
용산구,서울특별시 용산구 이태원동 36-24,463.01,근린생활시설,제2종근린생활시설,2022-04-26,,이태원동 36-24,91.2,37.5308127,126.9916229
용산구,서울특별시 용산구 효창동 5-359 외1필지,478.3,근린생활시설,제2종근린생활시설,2022-05-18,,효창동 5-359,178.72,37.5429139,126.9602642
용산구,서울특별시 용산구 이태원동 258-65,831.85,근린생활시설,제1종근린생활시설,2022-04-25,,이태원동 258-65,122.08,37.5416194,126.9939986
용산구,서울특별시 용산구 서계동 220-5,451.64,근린생활시설,제1종근린생활시설,2022-04-15,,서계동 220-5,241.98,37.5542065,126.96878
용산구,서울특별시 용산구 이태원동 154-13,772.75,주택,단독주택,2022-04-15,,이태원동 154-13,240.82,37.5370044,126.991173
용산구,서울특별시 용산구 청파동3가 114-4,292.99,근린생활시설,제2종근린생활시설,2022-04-11,,청파동3가 114-4,66.93,37.5443739,126.9669793
용산구,서울특별시 용산구 갈월동 7-96,291.35,주택,단독주택,2022-03-15,,갈월동 7-96,161.33,37.5470854,126.9744493
용산구,서울특별시 용산구 한남동 437,327.43,근린생활시설,제2종근린생활시설,2022-09-23,,한남동 437,79.93,37.5306693,127.0106699
용산구,서울특별시 용산구 후암동 58-19,180.8,주택,단독주택,2022-03-10,,후암동 58-19,63.8,37.5505332,126.9789696
용산구,서울특별시 용산구 이태원동 223-11,613.38,주택,공동주택,2022-07-21,,이태원동 223-11,158.89,37.5383101,126.990232
용산구,서울특별시 용산구 서계동 33-41,171.66,근린생활시설,제2종근린생활시설,2022-01-21,,서계동 33-41,58.58,37.5520226,126.9664335
용산구,서울특별시 용산구 한남동 11-276,"1,162.92",주택,공동주택,2022-06-13,,한남동 11-276,170.67,37.5327502,127.0117931
용산구,서울특별시 용산구 원효로4가 104 외1필지,330.14,주택,공동주택,2022-04-06,,원효로4가 104,97.05,37.5331417,126.9546091
용산구,서울특별시 용산구 청파동1가 100-10,652.22,주택,공동주택,2022-06-22,,청파동1가 100-10,203.63,37.5472562,126.9680938
용산구,서울특별시 용산구 후암동 403-8,463.18,주택,공동주택,2022-05-17,,후암동 403-8,127.94,37.5481269,126.9821406
용산구,서울특별시 용산구 후암동 345-25 외6필지,685.06,주택,공동주택,2022-07-18,,후암동 345-25,190.35,37.5493409,126.9812391
용산구,서울특별시 용산구 원효로2가 25,"2,944.45",업무시설,업무시설,2022-04-08,,원효로2가 25,267.12,37.5367598,126.9635427
용산구,서울특별시 용산구 원효로3가 1-2,"46,798.27",편의시설,방송통신시설,2022-03-17,,원효로3가 1-2,"5,745.94",37.5353809,126.9588051
용산구,서울특별시 용산구 한남동 790-12,182.73,근린생활시설,제1종근린생활시설,2022-03-03,,한남동 790-12,61.23,37.5432456,127.0026889
용산구,서울특별시 용산구 이촌동 208-1 외2필지,"1,779.56",편의시설,종교시설,2022-10-05,,이촌동 208-1,495.14,37.5283246,126.9536796
용산구,서울특별시 용산구 이태원동 44-14,400.97,주택,공동주택,2022-04-05,,이태원동 44-14,134.48,37.5328995,126.9909895
용산구,서울특별시 용산구 신계동 1-9,693.72,주택,공동주택,2022-03-29,,신계동 1-9,177.42,37.5351851,126.9655378
용산구,서울특별시 용산구 동자동 43-22,926.38,업무시설,업무시설,2022-10-18,,동자동 43-22,125.16,37.5508738,126.9718035
용산구,서울특별시 용산구 이태원동 321-1,650.11,주택,공동주택,2022-04-07,,이태원동 321-1,229.94,37.537699,126.9890522
용산구,서울특별시 용산구 이태원동 96-117 외1필지,481.58,주택,공동주택,2022-01-25,,이태원동 96-117,112.8,37.5319366,126.9937688
용산구,서울특별시 용산구 용산동2가 44-14,195.05,근린생활시설,제2종근린생활시설,2022-02-22,,용산동2가 44-14,58.15,37.5414194,126.9866302
용산구,서울특별시 용산구 용산동2가 44-3,209.9,근린생활시설,제2종근린생활시설,2022-03-29,,용산동2가 44-3,63.98,37.5416934,126.98664
용산구,서울특별시 용산구 용산동2가 5-7,142.48,근린생활시설,제2종근린생활시설,2022-07-21,,용산동2가 5-7,41.08,37.5419394,126.984128
용산구,서울특별시 용산구 효창동 5-233,540.36,주택,공동주택,2022-02-10,,효창동 5-233,107.04,37.5410139,126.959787
용산구,서울특별시 용산구 한강로1가 224-1 외1필지,"2,316.16",업무시설,업무시설,2022-01-14,,한강로1가 224-1,403.82,37.5318443,126.9729971
용산구,서울특별시 용산구 이촌동 210-1,"1,331.05",업무시설,업무시설,2022-01-21,,이촌동 210-1,394.87,37.5292785,126.9542535
용산구,서울특별시 용산구 이촌동 210-11,"1,336.60",업무시설,업무시설,2022-01-21,,이촌동 210-11,386.94,37.5292175,126.9539783
용산구,서울특별시 용산구 원효로1가 29-35,307.53,주택,공동주택,2022-06-08,,원효로1가 29-35,94.49,37.5395896,126.9664874
용산구,서울특별시 용산구 이태원동 112-3,868.7,근린생활시설,제2종근린생활시설,2022-02-04,,이태원동 112-3,175.16,37.5351589,126.9947338
용산구,서울특별시 용산구 이태원동 258-50,374.19,주택,단독주택,2022-01-24,,이태원동 258-50,134.6,37.5419126,126.9943601
용산구,서울특별시 용산구 신창동 2-10,392.65,주택,공동주택,2022-01-25,,신창동 2-10,101.05,37.53562022,126.9559356
용산구,서울특별시 용산구 갈월동 71-12 외1필지,467.7,근린생활시설,제2종근린생활시설,2021-12-31,,갈월동 71-12,111.01,37.54855443,126.9714788
용산구,서울특별시 용산구 신창동 68,262.14,주택,공동주택,2022-01-25,,신창동 68,84.07,37.53564679,126.9556789
용산구,서울특별시 용산구 신창동 64-1,182.18,주택,공동주택,2021-12-09,,신창동 64-1,52.73,37.53555246,126.9556933
용산구,서울특별시 용산구 이태원동 198-8,590.86,주택,공동주택,2022-04-07,,이태원동 198-8,140.61,37.5375215,126.9897923
용산구,서울특별시 용산구 한강로2가 30-1,831.54,근린생활시설,제2종근린생활시설,2021-11-25,,한강로2가 30-1,166.49,37.5323281,126.9721645
용산구,서울특별시 용산구 후암동 441-5 외3필지,733.15,근린생활시설,제2종근린생활시설,2022-06-23,,후암동 441-5,156.15,37.5545189,126.977565
용산구,서울특별시 용산구 이태원동 193-6,573.05,주택,공동주택,2021-10-26,,이태원동 193-6,232.42,37.5362937,126.9896154
용산구,서울특별시 용산구 용산동6가 168-6 외5필지,"11,767.29",편의시설,문화및집회시설,2021-11-18,,용산동6가 168-6,"3,045.64",37.5238192,126.9810658
용산구,서울특별시 용산구 서계동 33-56,"1,880.98",주택,공동주택,2022-01-04,,서계동 33-56,358.17,37.5523131,126.9679233
용산구,서울특별시 용산구 후암동 27-9 외1필지,696.38,주택,공동주택,2022-03-11,,후암동 27-9,175.69,37.55082632,126.9779164
용산구,서울특별시 용산구 이태원동 155-13,959.78,주택,공동주택,2021-11-29,,이태원동 155-13,240.12,37.5361823,126.9905968
용산구,서울특별시 용산구 원효로4가 101-1,335.33,주택,공동주택,2022-01-19,,원효로4가 101-1,80.03,37.5331345,126.9544022
용산구,서울특별시 용산구 용문동 1-103,337.68,주택,공동주택,2022-04-04,,용문동 1-103,96.82,37.5374117,126.9615456
용산구,서울특별시 용산구 한남동 1-87,"1,949.97",근린생활시설,제2종근린생활시설,2021-10-07,,한남동 1-87,340.62,37.5369653,127.012766
용산구,서울특별시 용산구 서계동 100-1,"15,220.11",주택,공동주택,2022-08-01,,서계동 100-1,"1,058.26",37.5509937,126.968306
용산구,서울특별시 용산구 이태원동 212-45,627.38,주택,공동주택,2022-03-17,,이태원동 212-45,138.57,37.5381741,126.9912907
용산구,서울특별시 용산구 후암동 319-1 외1필지,336.12,주택,단독주택,2022-03-24,,후암동 319-1,112.93,37.5488334,126.9810095
용산구,서울특별시 용산구 용문동 1-2 외1필지,886.96,주택,공동주택,2022-02-04,,용문동 1-2,288.57,37.5372991,126.9617509
용산구,서울특별시 용산구 용산동1가 8 외2필지,"88,258.95",편의시설,문화및집회시설,2021-09-23,,용산동1가 8,"20,658.83",37.5362151,126.9777629
용산구,서울특별시 용산구 효창동 5-206,225.89,주택,공동주택,2021-12-07,,효창동 5-206,69.9,37.5411555,126.9595961
용산구,서울특별시 용산구 이태원동 260-199 외5필지,"11,676.26",주택,공동주택,2021-12-08,,이태원동 260-199,"2,862.21",37.5419887,126.9919873
용산구,서울특별시 용산구 원효로1가 17-11,540.16,주택,공동주택,2022-03-22,,원효로1가 17-11,126.65,37.5400862,126.9643442
용산구,서울특별시 용산구 원효로3가 206-2,196.3,주택,공동주택,2021-11-10,,원효로3가 206-2,61.05,37.5342989,126.9549415
용산구,서울특별시 용산구 원효로3가 277-1,"2,787.17",업무시설,업무시설,2022-05-11,,원효로3가 277-1,190.71,37.5330764,126.9561929
용산구,서울특별시 용산구 한남동 11-404 외1필지,788.62,주택,공동주택,2021-12-10,,한남동 11-404,119.16,37.535672,127.0135932
용산구,서울특별시 용산구 이태원동 260-59 외1필지,157.13,근린생활시설,제2종근린생활시설,2021-10-12,,이태원동 260-59,44.99,37.5416281,126.991647
용산구,서울특별시 용산구 이태원동 212-30,350.74,주택,공동주택,2021-08-18,,이태원동 212-30,140.36,37.5387749,126.9920045
용산구,서울특별시 용산구 후암동 27-2 외2필지,368.15,근린생활시설,제2종근린생활시설,2022-03-18,,후암동 27-2,80.05,37.5509815,126.9775681
용산구,서울특별시 용산구 한남동 90-4 외16필지,"31,093.03",업무시설,업무시설,2021-09-29,,한남동 90-4,"1,350.12",37.5323346,127.0070477
용산구,서울특별시 용산구 원효로4가 66-2 외1필지,595.39,주택,공동주택,2022-07-20,,원효로4가 66-2,154.03,37.5342651,126.9531644
용산구,서울특별시 용산구 원효로2가 17 외5필지,"4,710.71",업무시설,업무시설,2022-08-31,,원효로2가 17,300.68,37.5370816,126.9641753
용산구,서울특별시 용산구 후암동 406-51 외2필지,112.37,근린생활시설,제1종근린생활시설,2021-11-01,,후암동 406-51,42.82,37.5474727,126.9832936
용산구,서울특별시 용산구 한강로3가 40-429,298.08,근린생활시설,제1종근린생활시설,2021-11-25,,한강로3가 40-429,69.92,37.5268877,126.9639237
용산구,서울특별시 용산구 이태원동 44-85,269.69,근린생활시설,제2종근린생활시설,2021-11-12,,이태원동 44-85,65.19,37.532295,126.9914253
용산구,서울특별시 용산구 청파동3가 83-2,"4,580.63",업무시설,업무시설,2021-12-14,,청파동3가 83-2,488.26,37.5420682,126.9703911
용산구,서울특별시 용산구 한남동 381,925.74,근린생활시설,제2종근린생활시설,2021-09-03,,한남동 381,218.06,37.5311276,127.0099839
용산구,서울특별시 용산구 한남동 739-18,"1,692.34",근린생활시설,제2종근린생활시설,2021-10-26,,한남동 739-18,284.2,37.5373447,127.0002431
용산구,서울특별시 용산구 청파동1가 81,127.17,근린생활시설,제2종근린생활시설,2021-12-03,,청파동1가 81,29.47,37.5479367,126.9680176
용산구,서울특별시 용산구 이태원동 79-52,389.18,주택,단독주택,2022-03-03,,이태원동 79-52,98.9,37.5328772,126.9929076
용산구,서울특별시 용산구 한남동 737-4,"1,684.24",근린생활시설,제2종근린생활시설,2021-07-01,,한남동 737-4,446.08,37.5355974,126.9988408
용산구,서울특별시 용산구 용문동 8-139,164.4,주택,공동주택,2022-01-13,,용문동 8-139,48.95,37.5377455,126.9612876
용산구,서울특별시 용산구 원효로4가 47 외1필지,506.57,주택,공동주택,2022-07-19,,원효로4가 47,137.92,37.5341263,126.9532625
용산구,서울특별시 용산구 서계동 33-233 외2필지,801.79,주택,공동주택,2021-12-28,,서계동 33-233,179.31,37.5512661,126.967304
용산구,서울특별시 용산구 한남동 746-15,"1,312.48",주택,단독주택,2021-10-13,,한남동 746-15,251.9,37.5364983,126.9969097
용산구,서울특별시 용산구 갈월동 98-8,"9,635.32",편의시설,문화및집회시설,2021-08-23,,갈월동 98-8,"1,917.43",37.5408457,126.9717579
용산구,서울특별시 용산구 한남동 729-15,928.56,근린생활시설,제2종근린생활시설,2021-08-18,,한남동 729-15,169.81,37.5377114,127.0027954
용산구,서울특별시 용산구 한강로3가 65-155 외1필지,"6,201.12",업무시설,업무시설,2021-07-01,,한강로3가 65-155,398.13,37.5250164,126.9644609
용산구,서울특별시 용산구 청파동2가 71-55,355.82,주택,공동주택,2022-01-24,,청파동2가 71-55,94.04,37.5451841,126.9682355
용산구,서울특별시 용산구 용산동2가 44-22,199.98,근린생활시설,제2종근린생활시설,2021-07-26,,용산동2가 44-22,60.87,37.5413245,126.9865998
용산구,서울특별시 용산구 서빙고동 4-3 외5필지,"4,987.15",편의시설,종교시설,2021-11-23,,서빙고동 4-3,550.1,37.5232656,126.9928898
용산구,서울특별시 용산구 한남동 76-6,"18,848.89",업무시설,업무시설,2021-04-08,,한남동 76-6,"1,085.15",37.5336148,127.0068123
용산구,서울특별시 용산구 한남동 11-300,983.71,편의시설,교육연구시설,2022-04-22,,한남동 11-300,239.9,37.5324393,127.0118979
용산구,서울특별시 용산구 원효로2가 90-26 외2필지,"4,486.47",주택,공동주택,2022-05-31,,원효로2가 90-26,280.01,37.5353881,126.9611517
용산구,서울특별시 용산구 이태원동 261-18,146.5,주택,단독주택,2021-05-21,,이태원동 261-18,37.6,37.5425761,126.9902888
용산구,서울특별시 용산구 한남동 736-9 외2필지,"7,319.60",업무시설,업무시설,2021-06-29,,한남동 736-9,758.38,37.53459758,126.9979095
용산구,서울특별시 용산구 한남동 748-6,"1,392.20",주택,단독주택,2020-09-24,,한남동 748-6,295.07,37.5371258,126.9965324
용산구,서울특별시 용산구 신창동 77-146,230.1,근린생활시설,제2종근린생활시설,2022-03-29,,신창동 77-146,78.29,37.53675984,126.9548437
용산구,서울특별시 용산구 이태원동 101-1 외7필지,"7,525.83",주택,단독주택,2020-10-15,,이태원동 101-1,"1,116.61",37.5365491,126.9956802
용산구,서울특별시 용산구 한강로3가 40-15 외2필지,"18,298.76",주택,공동주택,2021-06-18,,한강로3가 40-15,879.02,37.524789,126.9630805
용산구,서울특별시 용산구 산천동 37-1,684.99,근린생활시설,제2종근린생활시설,2020-09-09,,산천동 37-1,146.44,37.53463735,126.9525413
용산구,서울특별시 용산구 동자동 43-183,734.19,근린생활시설,제2종근린생활시설,2020-12-23,,동자동 43-183,89.18,37.5530442,126.972301
용산구,서울특별시 용산구 신창동 56-29,344.77,근린생활시설,제2종근린생활시설,2020-08-10,,신창동 56-29,72.12,37.53525201,126.9539024
용산구,서울특별시 용산구 원효로4가 50-1 외1필지,550.32,주택,공동주택,2022-05-31,,원효로4가 50-1,117.98,37.5344671,126.953277
용산구,서울특별시 용산구 서빙고동 4-18 외6필지,"16,060.91",주택,공동주택,2021-04-05,,서빙고동 4-18,"1,144.01",37.5225122,126.9925628
용산구,서울특별시 용산구 효창동 78,133.92,근린생활시설,제2종근린생활시설,2021-10-27,,효창동 78,34.48,37.5396258,126.9610612
용산구,서울특별시 용산구 원효로3가 9-2,144.66,주택,공동주택,2020-06-16,,원효로3가 9-2,30.85,37.5345629,126.9563668
용산구,서울특별시 용산구 원효로1가 46-5 외7필지,"5,954.11",업무시설,업무시설,2020-09-23,,원효로1가 46-5,405.56,37.5400309,126.9683145
용산구,서울특별시 용산구 이촌동 302-75,"9,250.57",편의시설,교육연구시설,2020-09-29,,이촌동 302-75,884.89,37.5206725,126.9662122
용산구,서울특별시 용산구 용산동2가 38-24,197.09,주택,단독주택,2019-10-04,,용산동2가 38-24,79.12,37.5422829,126.9868742
용산구,서울특별시 용산구 용산동6가 69-163,"7,589.22",편의시설,수련시설,2022-01-17,,용산동6가 69-163,"2,120.41",37.5173693,126.9839691
서대문구,서울특별시 서대문구 홍은동 396-1,687.96,주택,공동주택,,,홍은동 396-1,119.15,37.5805159,126.9287271
서대문구,서울특별시 서대문구 창천동 62-5,938.9,근린생활시설,제2종근린생활시설,,,창천동 62-5,137.5,37.5563639,126.935222
서대문구,서울특별시 서대문구 홍제동 330-33 외1필지,1187.74,업무시설,업무시설,,,홍제동 330-33,147.66,37.5894075,126.9426412
서대문구,서울특별시 서대문구 연희동 188-1,1004.45,근린생활시설,제2종근린생활시설,,,연희동 188-1,210.37,37.5670234,126.9302696
서대문구,서울특별시 서대문구 창천동 504-12,433.49,근린생활시설,제2종근린생활시설,,,창천동 504-12,119.56,37.5585769,126.9294533
서대문구,서울특별시 서대문구 대현동 90-47 외2필지,1853.97,업무시설,업무시설,,,대현동 90-47,179.01,37.5574951,126.9438891
서대문구,서울특별시 서대문구 북아현동 1-394,657.05,주택,공동주택,,,북아현동 1-394,230.69,37.5660159,126.9541804
서대문구,서울특별시 서대문구 홍은동 376-14,352.13,주택,공동주택,,,홍은동 376-14,110.83,37.5832317,126.926751
서대문구,서울특별시 서대문구 홍은동 376-14,352.13,주택,공동주택,,,홍은동 376-14,110.83,37.5832317,126.926751
서대문구,서울특별시 서대문구 대신동 139-5,639.02,주택,공동주택,,,대신동 139-5,173.8,37.5677894,126.9488821
서대문구,서울특별시 서대문구 남가좌동 343-31,196.92,주택,단독주택,,,남가좌동 343-31,70.75,37.5783476,126.9230398
서대문구,서울특별시 서대문구 남가좌동 293-21,1310.62,근린생활시설,제1종근린생활시설,,,남가좌동 293-21,199.16,37.57004519,126.9151811
서대문구,서울특별시 서대문구 홍은동 407-25,343.68,주택,공동주택,,,홍은동 407-25,90.65,37.5795907,126.9272561
서대문구,서울특별시 서대문구 연희동 717-7,289.5,근린생활시설,제2종근린생활시설,,,연희동 717-7,69.01,37.57637487,126.9300382
서대문구,서울특별시 서대문구 천연동 129-1 외2필지,989,근린생활시설,제2종근린생활시설,,,천연동 129-1,205.98,37.5678892,126.9611283
서대문구,서울특별시 서대문구 대현동 37-69,1811.14,업무시설,업무시설,,,대현동 37-69,173.63,37.55843065,126.944082
서대문구,서울특별시 서대문구 영천동 70-9 외7필지,752.99,주택,공동주택,,,영천동 70-9,113.47,37.57058691,126.9609234
서대문구,서울특별시 서대문구 대현동 110-78,198.79,근린생활시설,제2종근린생활시설,,,대현동 110-78,60.85,37.55896215,126.9416726
서대문구,서울특별시 서대문구 북가좌동 310-2,566.81,근린생활시설,제1종근린생활시설,,,북가좌동 310-2,233.09,37.5813502,126.9106072
서대문구,서울특별시 서대문구 연희동 88-28,379.63,주택,단독주택,,,연희동 88-28,87.06,37.5682604,126.9332449
서대문구,서울특별시 서대문구 남가좌동 74-39,230.71,근린생활시설,제2종근린생활시설,,,남가좌동 74-39,69.44,37.5750957,126.9222353
